7.0592,3.3603,10.989,-0.32319,-0.28715,1.7524
7.934,3.4614,10.795,-0.26282,-0.27708,1.464
8.4856,3.7922,11.024,-0.246,-0.20549,1.373
8.4261,3.7991,11.357,-0.24557,-0.20427,1.4749
7.3963,3.3307,11.472,-0.23183,-0.32037,1.7847
6.264,2.8075,11.62,-0.22332,-0.41714,2.0963
5.5601,2.6929,11.488,-0.24045,-0.50539,2.307
5.19,2.8511,11.237,-0.24678,-0.53957,2.4415
4.8041,2.9246,11.421,-0.27023,-0.49768,2.574
4.4346,2.9464,11.779,-0.31133,-0.44088,2.6971
3.8161,4.0377,11.786,-0.34909,-0.33304,2.2907
3.1235,5.2771,11.384,-0.37716,-0.30944,1.9235
3.3157,5.5857,11.147,-0.31948,-0.2926,1.8568
3.6855,5.3118,11.164,-0.23253,-0.2751,1.9667
3.5227,4.8599,11.28,-0.15649,-0.2669,2.1787
3.4738,4.5573,11.459,-0.108,-0.24537,2.3454
3.7344,4.3886,11.593,-0.07592,-0.20685,1.8916
3.9361,4.5566,11.675,-0.048302,-0.15228,1.4896
3.9784,4.7377,11.728,-0.031508,-0.12503,1.5382
3.8389,4.4948,11.765,0.0043943,-0.13179,1.7727
3.7418,4.2778,11.553,0.050432,-0.17188,1.9879
3.4565,3.8793,11.395,0.1015,-0.20609,2.2284
3.0265,3.3642,11.629,0.11049,-0.20797,2.4779
2.5693,2.8527,11.977,0.079856,-0.19914,2.7131
3.0591,3.0829,12.167,0.034902,-0.10474,2.7004
3.8739,3.6859,12.206,-0.018059,-0.010006,2.628
3.7019,3.6697,11.846,-0.0036931,-0.046912,1.8641
3.5997,3.5656,11.553,0.073632,-0.054487,1.1588
3.82,3.6421,11.735,0.075924,-0.025004,1.1416
3.8153,3.5152,12.051,0.057732,0.0029288,1.3802
3.7637,3.4185,12.115,0.049659,0.00061837,1.6351
3.5152,3.1643,12.131,0.070469,-0.01746,1.9189
3.4666,3.0961,12.087,0.08019,-0.017836,2.1231
3.6,3.2372,12.015,0.077799,-0.0053611,2.2726
4.8445,2.6972,12.168,0.084493,0.048832,2.0383
6.1361,1.9261,12.392,0.11739,0.10365,1.78
6.5654,1.9136,12.114,0.11902,0.099592,1.7726
6.3169,2.0447,11.706,0.12302,0.046598,1.941
6.1784,2.1942,11.805,0.092731,0.016341,2.0501
6.2771,2.599,12.109,0.01239,0.0025422,2.1066
6.2751,3.1073,12.058,-0.045939,-0.023682,2.1654
6.1819,3.5074,11.899,-0.046648,-0.058537,2.2384
6.0634,3.8811,11.882,-0.042417,-0.086209,2.2999
5.9248,4.1677,11.878,-0.03859,-0.11595,2.3667
5.3352,3.932,11.953,-0.0088713,-0.16626,2.5289
4.7213,3.6022,12.142,0.025792,-0.21019,2.6818
4.6884,3.6501,12.074,0.036378,-0.21977,2.5227
4.9859,4.032,11.973,0.054055,-0.2038,2.2795
4.9341,4.3706,11.896,0.052615,-0.19961,1.5186
5.3854,4.4688,11.883,0.09051,-0.17162,0.94935
6.1319,4.4416,12.093,0.11073,-0.13814,0.94224
5.6129,3.6022,12.34,0.14225,-0.16159,1.3027
4.8815,2.9006,12.554,0.19962,-0.20894,1.6626
4.6648,2.8792,12.725,0.19297,-0.23916,1.8989
4.2498,2.714,12.774,0.17934,-0.25961,2.1572
3.688,2.3969,12.832,0.188,-0.27932,2.4218
4.1854,2.5925,12.921,0.17191,-0.25083,2.4061
5.0555,2.853,12.982,0.12701,-0.19768,2.3016
5.1063,2.8795,11.994,0.15514,-0.13184,2.3632
4.699,2.8084,11.154,0.26849,-0.12159,2.5236
3.531,2.4632,11.351,0.2662,-0.17335,1.7103
2.7225,2.3321,11.755,0.21988,-0.2237,0.92503
2.9056,2.5265,11.992,0.14788,-0.21482,0.91058
3.1476,2.5628,12.178,0.10634,-0.18573,1.1683
3.0585,2.4145,12.385,0.079169,-0.1599,1.4956
2.757,2.1278,12.567,0.073622,-0.14419,1.8442
3.2879,2.4798,12.676,0.0574,-0.11977,1.9581
4.1269,2.9672,12.692,0.014333,-0.067049,1.9954
4.7557,2.7709,11.91,0.052302,0.072243,2.0305
5.5173,2.529,11.279,0.16068,0.14871,2.0118
5.7835,2.711,10.957,0.15511,0.17012,2.0752
5.438,2.8584,10.683,0.13948,0.14431,2.2465
6.0428,2.4229,10.772,0.11789,0.16481,2.0441
7.2666,2.199,11.082,0.073237,0.16119,1.7174
7.1565,1.9357,11.488,-0.0075498,0.10065,1.8146
6.3709,1.77,11.854,-0.052845,-0.016778,2.055
6.1442,1.9646,12.16,-0.10092,-0.11926,2.1629
6.1512,2.231,12.408,-0.1368,-0.20066,2.2166
5.3767,2.9328,12.061,-0.1422,-0.24831,1.5648
4.8364,3.9412,11.625,-0.0928,-0.29863,0.90016
5.2968,4.6503,11.244,-0.058653,-0.25249,0.73764
5.2589,4.2934,11.012,0.014672,-0.17314,0.95619
4.5866,3.4434,11.28,0.086831,-0.16574,1.3427
4.3446,3.2103,11.687,0.095335,-0.20463,1.6243
4.1057,3.0794,11.637,0.085674,-0.17328,1.8926
3.6549,2.7355,11.523,0.11638,-0.15396,2.1816
3.2684,2.4771,11.563,0.11742,-0.14692,2.4254
3.0811,2.4225,11.689,0.095696,-0.16607,2.6024
3.8253,2.8636,11.324,0.057506,-0.098107,2.5361
4.8062,3.0831,10.835,0.039178,-0.0027189,2.424
3.8236,2.4923,10.531,0.039621,0.090722,1.57
3.1084,2.4697,10.338,0.060694,0.022063,0.79494
3.1972,2.5284,10.117,0.0038781,0.076799,0.8474
3.3234,2.3559,10.003,-0.001248,0.10714,1.1352
4.1282,2.0475,10.385,-0.052096,0.13082,1.2574
5.1158,1.7562,10.925,-0.1265,0.10593,1.327
5.3557,1.7357,10.846,-0.1922,0.14178,1.5233
5.2043,1.8527,10.612,-0.20071,0.11883,1.7605
5.1076,2.1279,10.648,-0.229,0.052585,1.9487
5.1344,2.3969,10.785,-0.26106,-0.01778,2.0842
5.7622,2.2817,10.937,-0.28329,-0.015671,1.8085
6.6183,2.3983,11.168,-0.30567,-0.059763,1.4372
7.2923,2.7219,11.117,-0.33838,-0.058841,1.3506
7.4028,2.7786,10.971,-0.33187,-0.070744,1.4821
7.2475,2.9974,10.983,-0.31826,-0.14166,1.63
7.1181,3.4142,11.1,-0.31186,-0.23614,1.7624
6.344,3.2038,10.041,-0.26267,-0.018734,2.0249
5.5375,2.8357,9.1769,-0.15876,-0.010099,2.2764
5.1843,2.9588,9.2311,-0.17664,-0.081877,2.4129
5.0171,3.2139,9.3866,-0.21194,-0.14964,2.5027
5.2413,3.2447,9.7444,-0.2478,-0.20105,2.49
