7.059176548747510438e+00 3.360291281370547445e+00 1.098885217092188249e+01 -3.231866579479655277e-01 -2.871546509909324030e-01 1.752424269196199313e+00
7.934049382027335007e+00 3.461436600060649571e+00 1.079507810035148196e+01 -2.628212223344086884e-01 -2.770798480467775438e-01 1.463984534395253334e+00
8.485578668479602626e+00 3.792214596775347779e+00 1.102413931351079590e+01 -2.460042409234223237e-01 -2.054890465934089694e-01 1.372998473135932596e+00
8.426055064515697524e+00 3.799112067010906646e+00 1.135721934235693986e+01 -2.455672721575020145e-01 -2.042709545215541656e-01 1.474867197687403708e+00
7.396283234485812486e+00 3.330704452914229119e+00 1.147229371428507250e+01 -2.318304578781059111e-01 -3.203678029049614739e-01 1.784740560720313951e+00
6.264049131587539954e+00 2.807512353837294583e+00 1.161982318281382298e+01 -2.233200797644564750e-01 -4.171392038968053662e-01 2.096253799762109349e+00
5.560115987613293065e+00 2.692907831635696692e+00 1.148822192222649008e+01 -2.404489345616779294e-01 -5.053912035452610141e-01 2.307040061666040032e+00
5.190034118412191866e+00 2.851090774120217386e+00 1.123703057096752289e+01 -2.467834514341243901e-01 -5.395691368244958097e-01 2.441546892674969715e+00
4.804110498523042061e+00 2.924641673433337807e+00 1.142119024163651098e+01 -2.702259204025724282e-01 -4.976751992664482649e-01 2.573962944220503424e+00
4.434593806143524830e+00 2.946363321458803419e+00 1.177875499673203308e+01 -3.113349726988200450e-01 -4.408754923171667173e-01 2.697125654449399335e+00
3.816082845545231805e+00 4.037679494439885275e+00 1.178599378146965293e+01 -3.490866613188367551e-01 -3.330414206827984058e-01 2.290725129786718828e+00
3.123514546041855855e+00 5.277078208630920919e+00 1.138423939564976806e+01 -3.771621875265188661e-01 -3.094425501483031860e-01 1.923454796886015616e+00
3.315681846447388725e+00 5.585700201220380912e+00 1.114728440230991424e+01 -3.194785161269518836e-01 -2.925961979356052067e-01 1.856787005996860529e+00
3.685515544492475648e+00 5.311815248894006025e+00 1.116356501239784293e+01 -2.325266777586905698e-01 -2.750956525892312987e-01 1.966668853009748252e+00
3.522749338563095911e+00 4.859941770071008804e+00 1.128045025903960052e+01 -1.564891558711862529e-01 -2.668960741015204419e-01 2.178712340819636495e+00
3.473829893058334672e+00 4.557260075328290583e+00 1.145944315264543611e+01 -1.080039420298883057e-01 -2.453728500693101444e-01 2.345383854743254393e+00
3.734422295073279052e+00 4.388580435221552278e+00 1.159312826094963711e+01 -7.592037565019836565e-02 -2.068491246459112087e-01 1.891643290227318808e+00
3.936113919294336405e+00 4.556566604519708186e+00 1.167502612682379315e+01 -4.830210113198765004e-02 -1.522783368319340358e-01 1.489622596378902042e+00
3.978411843364748623e+00 4.737653879729750273e+00 1.172792376229038069e+01 -3.150833322529355413e-02 -1.250271547281132656e-01 1.538164686836790640e+00
3.838918306193273011e+00 4.494804656179780977e+00 1.176543768137610968e+01 4.394313020632020783e-03 -1.317891976342430715e-01 1.772662780977087182e+00
3.741798615030584862e+00 4.277788647635389019e+00 1.155346959416358033e+01 5.043188017251911542e-02 -1.718811971989862575e-01 1.987850941973150487e+00
3.456507487534358436e+00 3.879319192974446384e+00 1.139511445285382862e+01 1.015035389860510784e-01 -2.060906771999475029e-01 2.228357770042018071e+00
3.026527041207738300e+00 3.364193354936204639e+00 1.162861687051873538e+01 1.104909237084991808e-01 -2.079738426266439788e-01 2.477879448153319508e+00
2.569277559942279687e+00 2.852740052713604424e+00 1.197739527039681207e+01 7.985613378318773270e-02 -1.991392769948391317e-01 2.713101431950714293e+00
3.059092636150352540e+00 3.082928444064747087e+00 1.216683509102316663e+01 3.490223675418525906e-02 -1.047356539833506073e-01 2.700361585405250064e+00
3.873905824699579892e+00 3.685903177288515131e+00 1.220610053341061452e+01 -1.805940514897866334e-02 -1.000586377303291918e-02 2.627987296167556774e+00
3.701946580379869012e+00 3.669720326532144750e+00 1.184589922876922863e+01 -3.693122702908665372e-03 -4.691182290400175425e-02 1.864093427114299262e+00
3.599688217683584490e+00 3.565569293375725035e+00 1.155256634982429631e+01 7.363179488333461420e-02 -5.448729093250703759e-02 1.158793428114927471e+00
3.819994853643154720e+00 3.642089756855893867e+00 1.173545278909183409e+01 7.592449013598606689e-02 -2.500431843721007130e-02 1.141576160854252953e+00
3.815309138916252341e+00 3.515214864006595441e+00 1.205121136447708707e+01 5.773243581800263646e-02 2.928778203715343142e-03 1.380168995857714132e+00
3.763655136545125846e+00 3.418495429229593707e+00 1.211507062854457217e+01 4.965867714668956850e-02 6.183742378111367621e-04 1.635147278931023740e+00
3.515197267640386425e+00 3.164269751923105556e+00 1.213121488969135164e+01 7.046884994126614843e-02 -1.746038154308943158e-02 1.918933261993110095e+00
3.466623860468657004e+00 3.096062288862734935e+00 1.208659420950446517e+01 8.019047296936743230e-02 -1.783598295206900719e-02 2.123096134871416130e+00
3.600026793432593575e+00 3.237179946997224889e+00 1.201535651439046504e+01 7.779890499056649200e-02 -5.361141267519742293e-03 2.272585248891502818e+00
4.844459212073886079e+00 2.697188685040054601e+00 1.216813585858454161e+01 8.449252005779572805e-02 4.883231239616830921e-02 2.038320081735427447e+00
6.136131767819066773e+00 1.926143047319129886e+00 1.239227311018527011e+01 1.173906698714009683e-01 1.036530985161461804e-01 1.780020725033963913e+00
6.565423507881074983e+00 1.913616611700237335e+00 1.211412576242591221e+01 1.190167291207399752e-01 9.959200429012537992e-02 1.772625584876596161e+00
6.316857932347420324e+00 2.044746521770555603e+00 1.170619000718444447e+01 1.230154361190786833e-01 4.659834578875965416e-02 1.940971268042274156e+00
6.178428977551980950e+00 2.194171334179124244e+00 1.180483325222059321e+01 9.273126604496301217e-02 1.634137384609035681e-02 2.050147937157444034e+00
6.277115912591779257e+00 2.598950606256238416e+00 1.210937390339241482e+01 1.238981500490666382e-02 2.542246084161536857e-03 2.106563353663616134e+00
6.275124747598026964e+00 3.107312566867143300e+00 1.205787833213210014e+01 -4.593905720579148644e-02 -2.368215412717061819e-02 2.165368531139417296e+00
6.181932914312333160e+00 3.507380136576215168e+00 1.189866275257455541e+01 -4.664836459672951768e-02 -5.853714646985408443e-02 2.238372133306500977e+00
6.063377702542020131e+00 3.881146902584408309e+00 1.188188372504726331e+01 -4.241661004613413860e-02 -8.620911697020916531e-02 2.299872293587945649e+00
5.924794028026061810e+00 4.167732837498469678e+00 1.187835001266501500e+01 -3.858962587211349493e-02 -1.159474954202748265e-01 2.366736034432358249e+00
5.335246874302852049e+00 3.932025401620246274e+00 1.195255326507765758e+01 -8.871284607676735434e-03 -1.662581979233502261e-01 2.528851793230771250e+00
4.721307412339556642e+00 3.602205682559530331e+00 1.214169863848506559e+01 2.579248510446530140e-02 -2.101907097970158733e-01 2.681849584773304151e+00
4.688383938990858368e+00 3.650052877842965060e+00 1.207386772400976938e+01 3.637839036109046659e-02 -2.197666472296092022e-01 2.522748074724007417e+00
4.985890453692778834e+00 4.031977024346194760e+00 1.197299571669102924e+01 5.405495049307858929e-02 -2.037970064856563512e-01 2.279525637181142539e+00
4.934119791014990319e+00 4.370552437708518312e+00 1.189563165252512356e+01 5.261490881683725251e-02 -1.996126548481113594e-01 1.518553762100304683e+00
5.385413074002556755e+00 4.468795891673055465e+00 1.188272462778739680e+01 9.050993903018406117e-02 -1.716240013173164214e-01 9.493450177012980884e-01
6.131856590128097473e+00 4.441552027955240511e+00 1.209252231283079126e+01 1.107345499718311865e-01 -1.381440140523325644e-01 9.422421992526320844e-01
5.612931798835197661e+00 3.602166643370494636e+00 1.233991396460519852e+01 1.422491646982991520e-01 -1.615879359743052635e-01 1.302682102195166003e+00
4.881483405686573462e+00 2.900586790383003599e+00 1.255351888642644731e+01 1.996165852742260993e-01 -2.089393355455035906e-01 1.662590393667659816e+00
4.664844858490296176e+00 2.879219709609452504e+00 1.272500676936363284e+01 1.929671926268065330e-01 -2.391583984502578808e-01 1.898878653345217993e+00
4.249758340238883214e+00 2.713993232867011773e+00 1.277434736017693950e+01 1.793434107884306905e-01 -2.596107563563683218e-01 2.157209139781507634e+00
