-1.198000373381596877e-18,4.839999999051158852e-05,-1.542899160903574227e-20
-1.188000376763740610e-18,4.839999999051158852e-05,-1.556874960911766932e-20
-7.120003737247018222e-19,4.779999999082740203e-05,-1.563701680893201569e-20
5.959963312063437390e-20,4.679999999157580248e-05,-1.567860536858497761e-20
8.119996399798206912e-19,4.579999999210215833e-05,-1.572140520824445283e-20
1.261999644688887263e-18,4.499999999230119840e-05,-1.579160500799465525e-20
1.235999641525724807e-18,4.499999999230119840e-05,-1.593219000806579549e-20
7.539996328559592277e-19,4.559999999220742950e-05,-1.610280880837086625e-20
-1.076038026184170364e-20,4.659999999145902905e-05,-1.632025071686010357e-20
-7.660003914802546768e-19,4.739999999125998897e-05,-1.651815420927809647e-20
-1.240000401034240236e-18,4.799999999094417547e-05,-1.670976000962485005e-20
-1.252000405607174472e-18,4.819999999061685969e-05,-1.683017320977514463e-20
-7.620004021756275192e-19,4.759999999115471780e-05,-1.689813560957181701e-20
4.399960362809241970e-20,4.679999999157580248e-05,-1.693897040927509901e-20
8.279996094380118226e-19,4.599999999199688716e-05,-1.698095600898294509e-20
1.325999612513274327e-18,4.539999999231270067e-05,-1.706989980879605285e-20
1.333999611509353757e-18,4.519999999241797184e-05,-1.718985160877985617e-20
8.439996019826017610e-19,4.579999999210215833e-05,-1.738067240911461118e-20
2.899959040174358740e-20,4.659999999145902905e-05,-1.757932430954364102e-20
-8.020004218364756325e-19,4.739999999125998897e-05,-1.779900740999756973e-20
-1.342000429532564121e-18,4.779999999082740203e-05,-1.797207381026576859e-20
-1.366000433746816259e-18,4.799999999094417547e-05,-1.807278401041003727e-20
1.186069775906244139e-05,3.559976752542937106e-05,3.920021111402178295e-05
1.593651940753711875e-04,-1.280433332360164655e-04,5.437578066142863958e-04
6.487388635464411092e-04,-8.186562941800978876e-04,2.520515464922092660e-03
1.472955301731370542e-03,-2.217003558411700936e-03,8.155161059537641491e-03
2.305225920195008021e-03,-4.027251657464869794e-03,2.038800035862070592e-02
2.816057801344942074e-03,-5.767737111690873775e-03,4.130988256965080485e-02
2.550944330965566886e-03,-6.906365604423925220e-03,7.172677336253671654e-02
1.466223914456235566e-03,-7.005408059663320586e-03,1.113046688378179633e-01
1.970920815130700054e-04,-5.989337720981424695e-03,1.587303288060236683e-01
-3.737006148164384589e-04,-4.184316743198968069e-03,2.110930357594311135e-01
6.144244340589577469e-04,-2.145304264912439862e-03,2.629546139397592186e-01
2.753932556682464616e-03,-5.249842072398980264e-04,3.136671185546899832e-01
5.005815739293012490e-03,-1.250927078912944523e-04,3.642353786825630602e-01
6.307457469531874139e-03,-9.428476825070752909e-04,4.162373660656997765e-01
6.074732786346959124e-03,-2.347263363843499206e-03,4.705839290818853438e-01
4.396841307272081334e-03,-3.519010779505338249e-03,5.260231353687461198e-01
2.012526588718033249e-03,-3.917541896487186648e-03,5.779133787348980089e-01
8.418182079916736171e-05,-3.186127542284200587e-03,6.266606087809784009e-01
-6.309289121411154611e-04,-1.327574534421893659e-03,6.749132425768590293e-01
-5.515886264750857748e-05,1.285123414082267601e-03,7.246894843905955508e-01
1.151415703006142266e-03,4.050150378665851036e-03,7.770477079867214032e-01
2.255694656460749403e-03,6.489033448473291443e-03,8.326752141492859138e-01
2.818271742918709855e-03,8.341039419432760837e-03,8.918049839395126854e-01
2.717661081745870177e-03,9.415125625289011424e-03,9.537665721563317600e-01
2.387697740986793882e-03,9.229954446499544218e-03,1.016456043703402035e+00
1.945559784175432405e-03,8.153247758484916119e-03,1.077159493658364831e+00
8.914922573478589740e-04,7.274790282633780691e-03,1.130291904980340156e+00
-2.773963330595652366e-04,7.164322919173793380e-03,1.176939719674353846e+00
-7.878452784285672195e-04,8.162450957038380750e-03,1.221278238474126088e+00
-2.049970780115817348e-04,1.018136882560427559e-02,1.266300840484190893e+00
1.183003391001857807e-03,1.280692985998466149e-02,1.313907156360581530e+00
2.770629195571916448e-03,1.545614829560637560e-02,1.365096869793238632e+00
3.943739685039249210e-03,1.735211105781764296e-02,1.419471761123102027e+00
4.224280139415670376e-03,1.797548956866745762e-02,1.476094845847795378e+00
3.142635428245887930e-03,1.664699608549469190e-02,1.531617477399747074e+00
8.804453257094113638e-04,1.394967104742250719e-02,1.585502287875402150e+00
-1.928066815046092231e-03,1.147328326836150048e-02,1.639304119258003789e+00
-4.181355721345925147e-03,1.075473636746071548e-02,1.694390161475739509e+00
-4.520776415318672470e-03,1.225076908813749199e-02,1.750740531889116269e+00
-2.292831586950483391e-03,1.550089157901513026e-02,1.808337907889797425e+00
1.787374956692455719e-03,1.933545214381049426e-02,1.867037052612638526e+00
6.302815210517676014e-03,2.253602557445288923e-02,1.926898245352677730e+00
9.772186700911511537e-03,2.419694410698292053e-02,1.987721419579046467e+00
1.095626060887178177e-02,2.425100846768168950e-02,2.049839656594934389e+00
9.396209462238180876e-03,2.341318578395190642e-02,2.113891174942570395e+00
5.879932455925773738e-03,2.242944145390191046e-02,2.179157659189404406e+00
1.759177229555985988e-03,2.165133137823094245e-02,2.243145537294594760e+00
-1.269313524449922070e-03,2.121393535785998097e-02,2.303461357106604268e+00
-2.198155924727274169e-03,2.117827570124197756e-02,2.356054720809974690e+00
